patricID	ri_t12_A	ri_t12_B	ri_t12_C	btri_t12_riA	btri_t12_riB	btri_t12_riC
fig|536231.75.peg.495	2	0	6	1	1	2
fig|536231.75.peg.496	7	0	16	3	0	0
fig|536231.75.peg.497	10	10	8	1	4	0
fig|536231.75.peg.498	6	3	2	1	3	2
fig|536231.75.peg.499	0	0	0	1	0	0
fig|536231.75.peg.500	0	0	0	0	0	0
fig|536231.75.peg.501	5	2	1	0	0	0
fig|536231.75.peg.502	5	6	9	3	2	4
fig|536231.75.peg.503	0	0	5	0	0	0
fig|536231.75.peg.504	0	0	4	0	0	0
fig|536231.75.peg.505	4	4	15	2	3	0
fig|536231.75.peg.506	7	6	12	1	0	5
fig|536231.75.peg.507	0	1	0	0	0	0
fig|536231.75.peg.508	11	0	1	0	0	0
fig|536231.75.peg.509	0	0	2	0	0	0
fig|536231.75.peg.510	0	0	4	0	0	0
fig|536231.75.peg.511	0	2	0	0	0	0
fig|536231.75.peg.512	0	0	0	0	0	0
fig|536231.75.peg.513	0	0	5	0	0	0
fig|536231.75.peg.514	2	3	0	3	0	0
fig|536231.75.peg.515	7	5	1	0	0	0
fig|536231.75.peg.516	20	13	27	3	2	7
fig|536231.75.peg.517	2255.536	2253.656	1708.983	22	22	21
fig|536231.75.peg.518	18116.464	17827.344	10627.017	817	623	548
fig|536231.75.peg.519	3473	2009	1865	132	104	137
fig|536231.75.peg.520	11100.071	8751.926	5504.56	695.57	503	755
fig|536231.75.peg.521	203.996	172.424	167	16	6	10
fig|536231.75.peg.522	1128.004	674.576	407	103	72	114
fig|536231.75.peg.523	4	14	10	0	7	2
fig|536231.75.peg.524	11	10	8	6	10	1
fig|536231.75.peg.525	0	0	0	0	0	0
fig|536231.75.peg.526	4830	2571	2661	275	289	314
fig|536231.75.peg.527	7050.352	3605	3888	452	346	504
fig|536231.75.peg.528	26285.188	19918	7102	1759	991	1363
fig|536231.75.peg.529	29188.902	19686	21700	445	250	427
fig|536231.75.peg.530	85	73	53	1	0	4
fig|536231.75.peg.531	1470.562	1044.754	1140.036	116.456	56.999	114.217
fig|536231.75.peg.532	59326.476	40523.927	54982.964	1265.544	746.001	1061.783
fig|536231.75.peg.533	27684.898	17669.992	16459.685	665.451	406.908	719.694
fig|536231.75.peg.534	53648.269	26608.703	17851.774	1189.549	918.092	1417.306
fig|536231.75.peg.535	0	0	0	2	1	1
fig|536231.75.peg.536	36035.16	21124.163	13976	1859	1355	2210
fig|536231.75.peg.537	36007.546	22470.98	15917	1737	1211	1929
fig|536231.75.peg.538	19142	10483.002	11217	395	252	422
fig|536231.75.peg.539	4703.298	2865	2018	143.033	82	150
fig|536231.75.peg.540	70	33	93	2	0	2
fig|536231.75.peg.541	11274.572	6100.182	7857.457	193.595	112	217.66
fig|536231.75.peg.542	29343.61	15296.658	13393.115	541.372	436	656.34
fig|536231.75.peg.543	1786	1510.16	1348.999	24	36	59
fig|536231.75.peg.544	159	127	104	31	3	23
fig|536231.75.peg.545	1150	815	780	87	82	110
fig|536231.75.peg.546	874	770	461	56	48	64
fig|536231.75.peg.547	15	38	24	2	0	0
fig|536231.75.peg.548	619	656	478	47	40	49
fig|536231.75.peg.549	0	0	0	0	0	0
fig|536231.75.peg.550	0	0	2	2	0	1
fig|536231.75.peg.551	18	5	1	4	2	1
fig|536231.75.peg.552	0	1	0	0	0	0
fig|536231.75.peg.553	0	0	0	0	0	0
fig|536231.75.peg.554	33	39	26	17	22	12
fig|536231.75.peg.555	9	0	0	2	0	0
fig|536231.75.peg.556	8	9	0	2	0	0
fig|536231.75.peg.557	1	4	0	0	0	0
fig|536231.75.peg.558	0	0	214.948	0	0	0
fig|536231.75.peg.560	837.039	513.134	300.1	0	0	0
fig|536231.75.peg.561	8136.523	7674	4246	596	391	434
fig|536231.75.peg.562	9485	13576	12060	258	177	119
fig|536231.75.peg.563	251.869	329.771	142.902	17.535	5	15.001
fig|536231.75.peg.564	719.131	745.229	591.904	78.063	68.745	37.999
fig|536231.75.peg.565	312	335	217.195	39.402	12.255	17
fig|536231.75.peg.566	6934	5769	6416	713	607	586
fig|536231.75.peg.567	6539.234	5298	5617.466	714	576	475
fig|536231.75.peg.568	0	0	0	0	0	0
fig|536231.75.peg.569	28244.019	41112.448	3226	1318.13	1002	990
fig|536231.75.peg.570	59	133	2	3	4	3
fig|536231.75.peg.571	14143.954	18673.062	1654.701	459.311	344.456	406.899
fig|536231.75.peg.572	23874.401	31713.186	4378.299	1043.559	834.544	816.101
fig|536231.75.peg.573	7068.013	8778	2247	610	573	688
fig|536231.75.peg.574	9809.474	11729	4191	558	461	599
fig|536231.75.peg.576	3099	2652	1877	291	216	274
fig|536231.75.peg.577	1615	801	1208	152	130	101
fig|536231.75.peg.578	1	7	1	0	0	0
fig|536231.75.peg.579	16821	11265.402	5178	1091	919	860
fig|536231.75.peg.580	131100.513	81540.073	47948.303	3600	2903	3561
fig|536231.75.peg.581	12088	8100	5047	427	222	301
fig|536231.75.peg.582	12457	8310	5719	348	200	251
fig|536231.75.peg.583	3	0	0	0	0	0
fig|536231.75.peg.584	3229	2204	1509	256	181	206
fig|536231.75.peg.585	26650.567	24178	26387	1941	1407	1205
fig|536231.75.peg.586	70	87	62	5	5	25
fig|536231.75.peg.587	9	22	4	0	2	1
fig|536231.75.peg.588	1106	963	819	162	162	151
fig|536231.75.peg.589	8942	8976.387	5311	292	148	214
fig|536231.75.peg.590	11096.735	9971.001	5796	1053	807	946
fig|536231.75.peg.591	19765.375	16197	11287	2062	1700	1867
fig|536231.75.peg.592	368	254	311	52	25	27
fig|536231.75.peg.593	2	2	0	0	0	0
fig|536231.75.peg.594	1908	2755	781	145	76	89
fig|536231.75.peg.595	86	47	110	21	2	11
fig|536231.75.peg.596	457	443	196	52	38	38
fig|536231.75.peg.597	2	7	5	4	0	0
fig|536231.75.peg.598	5231	4977	4758	441	320	350
fig|536231.75.peg.600	17323	11693.009	13738.445	2749.862	1919	1859
fig|536231.75.peg.601	104877.311	104772.206	90014.606	9957.421	8652	8733
fig|536231.75.peg.602	18814	19683	20424	2892	1893	2301
fig|536231.75.peg.603	11620	10601	7765	1453	1265	1600.067
fig|536231.75.peg.604	16989	14913	10015	2035	1654	2402
fig|536231.75.peg.605	9040	9782	6114	1321	1085	1430
fig|536231.75.peg.606	6586.314	9281	7422	463	341	487
fig|536231.75.peg.607	2675	3006	1364	481	414	662
fig|536231.75.peg.608	99	304	76	14	5	29
fig|536231.75.peg.609	5456	5144	2770	526	530	703
fig|536231.75.peg.610	46042.424	29780.22	37204.894	7297	4979	4725
fig|536231.75.peg.611	33424.046	15429.146	23923	3969	2517	3004.706
fig|536231.75.peg.612	0	0	0	0	0	0
fig|536231.75.peg.613	587	323	331	57	30	57
fig|536231.75.peg.614	4	3	5	0	0	0
fig|536231.75.peg.615	927	224	601	53	44	36
fig|536231.75.peg.616	0	0	0	0	0	0
fig|536231.75.peg.617	406	118	280	47	37	21
fig|536231.75.peg.618	2179.656	1845	1411	82.998	34	74.821
fig|536231.75.peg.619	2394.344	1202	1175	150.002	125	162.179
fig|536231.75.peg.620	741	452	998	33	48	32
fig|536231.75.peg.621	1519	1247	1918	126	120	104
fig|536231.75.peg.622	1	11	8	4	1	0
fig|536231.75.peg.623	0	1	3	1	0	0
fig|536231.75.peg.624	15	22	14	2	0	0
fig|536231.75.peg.625	31	8	36	4	0	0
fig|536231.75.peg.626	22	31	21	3	0	3
fig|536231.75.peg.627	0	0	0	0	0	0
fig|536231.75.peg.628	0	0	0	0	0	0
fig|536231.75.peg.629	0	0	0	0	0	0
fig|536231.75.peg.630	71964.028	46064.401	63476.53	3959	3259	3714
fig|536231.75.peg.631	0	0	0	0	0	0
fig|536231.75.peg.632	160	220	249	50	34	28
fig|536231.75.peg.633	1303	979	1030	288	219	257
fig|536231.75.peg.634	3051.44	2212.279	2365.105	476.409	317.368	314.176
fig|536231.75.peg.635	7558.56	8157.721	5666.895	844.591	644.632	447.824
fig|536231.75.peg.636	3874	1665	2536	878	394	339
fig|536231.75.peg.637	36723.038	43504.12	81775.21	6796	4590	4444
fig|536231.75.peg.638	0	4	6	0	0	0
fig|536231.75.peg.639	4227	2653	4066	226	222	225
fig|536231.75.peg.640	1557	1292	2006	265	198	170
fig|536231.75.peg.641	3387	2519	3365	390	303	279
fig|536231.75.peg.642	9588.153	6781.384	4926	1225	885	1162
fig|536231.75.peg.643	9524	6396	5281	1358	1031	1323
fig|536231.75.peg.644	8958	7234	7347	580	479	495
fig|536231.75.peg.645	8394	6556.29	5284	1325	1068	1167
fig|536231.75.peg.646	10570.442	5491	7393	1369	984	1153
fig|536231.75.peg.647	3294	1632	2003	275	88	197
fig|536231.75.peg.648	25387.118	14407	14676	2238	1662	1851
fig|536231.75.peg.649	6948	5562.289	5299.167	546	300	431
fig|536231.75.peg.650	11155	7081	6573	919	947	1116
fig|536231.75.peg.651	5598.344	4014	3813	604	607	642
fig|536231.75.peg.652	6889	4770	5200	749	653	744
fig|536231.75.peg.653	1067	1275	1152	317	187	227
fig|536231.75.peg.654	5002.792	4650.002	4911	931	651	798
fig|536231.75.peg.655	18	25	4	10	2	4
fig|536231.75.peg.656	83	113	51	9	10	19
fig|536231.75.peg.657	9	37	28	0	2	3
fig|536231.75.peg.658	3540	3616	3376	391	336	383
fig|536231.75.peg.659	17650.244	16789.573	12214	2178	1808	2293
fig|536231.75.peg.660	12126	8830	6524	795	554	583
fig|536231.75.peg.661	661	691	437	74	47	36
fig|536231.75.peg.662	186	193	174	12	0	1
fig|536231.75.peg.663	156745.463	166433.231	100117.267	13697	8534	10919
fig|536231.75.peg.664	150524.577	103784.895	86454.132	6785	5087	6183
fig|536231.75.peg.665	135247.833	98139.473	82243	5052	3247	4752
fig|536231.75.peg.666	99862	72989.574	68792.419	4428	2895	4278
fig|536231.75.peg.667	194390.434	141048.066	120582.215	8705	6463	8191
fig|536231.75.peg.668	32	2	18	1	0	4
fig|536231.75.peg.669	25	24	58	9	2	5
fig|536231.75.peg.670	1824.897	1668	3401	247	232	185
fig|536231.75.peg.671	2176	1783	3599	173	115	124
fig|536231.75.peg.672	6	21	16	2	1	1
fig|536231.75.peg.673	117	68	93	12	10	24
fig|536231.75.peg.674	2	5	0	0	2	0
fig|536231.75.peg.675	0	12	5	0	1	0
fig|536231.75.peg.676	0	0	0	4	0	0
fig|536231.75.peg.677	0	1	1	0	0	0
fig|536231.75.peg.678	36	26	28	0	3	0
fig|536231.75.peg.679	0	0	0	3	0	0
fig|536231.75.peg.680	22794	15670	18296	4409	3562	2931
fig|536231.75.peg.681	6062	7753.007	5800	88	66	70
fig|536231.75.peg.682	829	746	452	81	55	33
fig|536231.75.peg.683	12	0	0	0	0	0
fig|536231.75.peg.684	11	19	2	0	1	3
fig|536231.75.peg.685	7	3	1	0	0	0
fig|536231.75.peg.686	0	1	4	0	0	0
fig|536231.75.peg.687	65	32	14	17	12	19
fig|536231.75.peg.688	5376.403	7903.317	4490.684	145.912	88	81
fig|536231.75.peg.689	1412.597	1599.683	885.316	51.088	48	43
fig|536231.75.peg.690	4370	3550	2295	263	245	284
fig|536231.75.peg.691	6128	5331	10686	76	78	84
fig|536231.75.peg.692	3201	4205.343	3525	82	65	73
fig|536231.75.peg.693	20632.173	29641.868	27619.394	377	324	419
fig|536231.75.peg.694	4454.067	4596.491	2084.836	504.735	375.532	302.357
fig|536231.75.peg.695	3.693	2.018	10.316	0	0	0
fig|536231.75.peg.696	17.822	11.423	49.543	0	0	0
fig|536231.75.peg.697	4	5	10	0	0	4
fig|536231.75.peg.698	1255	1065	1489	32	30	35
fig|536231.75.peg.699	946.374	708.835	630.613	68.242	16.525	26.518
fig|536231.75.peg.700	1425.827	1682.077	863.045	164.905	113.807	83.418
fig|536231.75.peg.701	8517.046	10927.153	2513	268	115	132
fig|536231.75.peg.702	3328.642	3163.401	988.012	178	149	148
fig|536231.75.peg.703	248	294	143	8	1	4
fig|536231.75.peg.704	292	497	531	16	7	5
fig|536231.75.peg.705	510	675	795	20	17	23
fig|536231.75.peg.706	9	2	0	2	3	0
fig|536231.75.peg.707	13	16	10	2	0	2
fig|536231.75.peg.708	8	4	5	1	0	1
fig|536231.75.peg.709	277	301	359	16	5	18
fig|536231.75.peg.710	268	311	267	26	34	28
fig|536231.75.peg.711	841	1147	918	105	107	111
fig|536231.75.peg.712	182	148	139	27	10	11
fig|536231.75.peg.713	2	0	2	0	0	0
fig|536231.75.peg.714	3497	2585	2857	149	103	146
fig|536231.75.peg.715	3020.69	2047	1627	247	141	211
fig|536231.75.peg.716	2241	1741	2415	226	180	198
fig|536231.75.peg.717	1476	1092	846	203	131	138
fig|536231.75.peg.718	3746	3000	3182	542	480	576
fig|536231.75.peg.719	2601	1842	2627	371	311	362
fig|536231.75.peg.720	2010.735	1527	2592	378	266	371
fig|536231.75.peg.721	92.761	83	126	4	0	0
fig|536231.75.peg.722	1432.503	1123	991	213	172	216
fig|536231.75.peg.723	856	1811	2243	29	27	35
fig|536231.75.peg.724	20742	46645	13766	1470	868	702
fig|536231.75.peg.725	1427	897.486	1260	67	50	49
fig|536231.75.peg.726	3861	2481.514	3390	304	266	284
fig|536231.75.peg.727	3371.031	2019	2409	343	345	373
fig|536231.75.peg.728	173	228	299	2	13	5
fig|536231.75.peg.729	1762	1040	1109	153	107	161
fig|536231.75.peg.730	1637	880	1035	116	73	116
fig|536231.75.peg.731	5844.411	2964.681	3352.514	299	150	325
fig|536231.75.peg.732	29	199	4	1	1	0
fig|536231.75.peg.733	736	3344	313	21	14	18
fig|536231.75.peg.734	4903	3496	2255	659	518	598
fig|536231.75.peg.735	2433	1778	1485	324.365	319	406
fig|536231.75.peg.736	1955.62	1282.667	2964.161	299.936	261.699	227.403
fig|536231.75.peg.737	5848.38	4104.333	7969.839	827.699	568.301	543.597
fig|536231.75.peg.738	147	117	113	64	57	110
fig|536231.75.peg.739	3725	1545	2255	571	476	456
fig|536231.75.peg.740	0	0	0	0	0	0
fig|536231.75.peg.741	1986	694	786	121	110	98
fig|536231.75.peg.742	20	8	6	6	0	2
fig|536231.75.peg.743	1	1	7	1	0	0
fig|536231.75.peg.744	18	7	1	4	1	0
fig|536231.75.peg.745	1426	1109	1297	129	82	72
fig|536231.75.peg.746	2720	811	1698	373	255	225
fig|536231.75.peg.747	64	14	47	12	4	5
fig|536231.75.peg.748	24	7	23	1	7	1
fig|536231.75.peg.749	0	0	0	0	0	0
fig|536231.75.peg.750	5945	4064	4842	957	689	644
fig|536231.75.peg.751	6	8	7	4	7	1
fig|536231.75.peg.752	4	8	2	0	0	2
fig|536231.75.peg.753	41	18	27	8	4	7
fig|536231.75.peg.754	32097	43450.98	24501.985	3455	2310	2102
fig|536231.75.peg.755	70120.651	87054.906	46443.285	12231	10585	10830
fig|536231.75.peg.756	75000.954	51315.635	36481.321	9022	6371	6460
fig|536231.75.peg.757	14921	12505.781	7725	1955	1644	1995
fig|536231.75.peg.758	22101.229	17929.001	12879	3026	2672	3307
fig|536231.75.peg.759	542	188	386	33	17	19
fig|536231.75.peg.760	13	13	16	4	0	3
fig|536231.75.peg.761	1208	1080	1090	79	70	65
fig|536231.75.peg.762	550	329	296	40	29	31
fig|536231.75.peg.763	39466.344	46724.951	27893	3757	3231	2720
fig|536231.75.peg.764	27339.231	20230.421	14020.609	2850	1864	2366
fig|536231.75.peg.765	35799.365	20672.975	22156.561	3142.397	2159.489	2627.953
fig|536231.75.peg.766	4932.635	4219.74	5841.439	359.603	197.511	216.047
fig|536231.75.peg.767	7586	6757	4097	1020	815	949
fig|536231.75.peg.768	109	98	160	11	11	4
fig|536231.75.peg.769	100	76	179	14	10	4
fig|536231.75.peg.770	196	96	243	11	20	11
fig|536231.75.peg.771	5839.423	4085.196	2941.43	517.124	377	482.431
fig|536231.75.peg.772	9584.032	10057.804	5186.57	1057.319	789	868.569
fig|536231.75.peg.773	9000.314	7308.552	5190	723.557	557	655.054
fig|536231.75.peg.774	21548.686	16423.169	15096.333	1641.372	1546	1690.946
fig|536231.75.peg.775	13335.268	11216.234	10360	673	510	624
fig|536231.75.peg.776	35087	26341.39	24730.416	2268	1628	2341
fig|536231.75.peg.777	20838.083	15558.327	10830	1711.952	1169	1889.158
fig|536231.75.peg.778	1912.572	1370.278	752.165	123.048	59	147.606
fig|536231.75.peg.779	27830.717	20071.726	17706.419	2235	1991	2631.236
fig|536231.75.peg.780	33593.071	21705.428	17771	2051	1931	2456
fig|536231.75.peg.781	29564	23639	16982	2371	1353	2043
fig|536231.75.peg.782	4608	3496	3391	568	379	526.039
fig|536231.75.peg.783	2509	2022	2026	291	231	248
fig|536231.75.peg.784	5115.414	4081	4574	486	455	607
fig|536231.75.peg.785	4582.307	3940	4317	680	495	602
fig|536231.75.peg.786	5663	5155.002	4866	867	697	925
fig|536231.75.peg.787	6477	6031.132	9487	716	564	713
fig|536231.75.peg.788	5630	4425	8380.016	433	349	439
fig|536231.75.peg.789	6759	7744	8640	492	394	388
fig|536231.75.peg.790	3214	2798.023	3233.241	413	331	426
fig|536231.75.peg.791	3193	2716	2563	262	207	307
fig|536231.75.peg.792	2966	2770	2778	455	373	448
fig|536231.75.peg.793	6199	9422.037	4972	558	367	356
fig|536231.75.peg.794	3152	2630	2186	306	184	281
fig|536231.75.peg.795	3299.234	3402	2458	545	283	412
fig|536231.75.peg.796	3200	2762	2101	360	309	355
fig|536231.75.peg.797	2730	3447	1540	151	192	168
fig|536231.75.peg.798	1366	1541	990	252	207	261
fig|536231.75.peg.799	3855	3805	3169	495	398	496
fig|536231.75.peg.800	1780	2131	1606	174	186	197
fig|536231.75.peg.801	7003	6386	7102	579	439	629
fig|536231.75.peg.802	18959	17650	23059	1478	1072	1431
fig|536231.75.peg.803	17391	20343.579	12510	554	401	426
fig|536231.75.peg.804	89	217	44	7	0	3
fig|536231.75.peg.805	39391.646	37089.787	41617.521	2589	1997	2713
fig|536231.75.peg.806	6917	6486.164	6690	564	544	561
fig|536231.75.peg.807	1375.195	1412.185	1003.657	92.999	51.284	89.365
fig|536231.75.peg.808	536.389	542.865	238.115	62.868	58	62.635
fig|536231.75.peg.809	206.23	152	159	7	7	3
fig|536231.75.peg.810	368.77	171	228	21	12	6
fig|536231.75.peg.811	15374	21981.506	16165.38	703	656	641
fig|536231.75.peg.812	2703	3206	2381.001	223	147	235
fig|536231.75.peg.813	5710	6438	9765.643	162	120	182
fig|536231.75.peg.814	3084	3279	4039	105	90	69
fig|536231.75.peg.815	1195	1482	984	99	81	119
fig|536231.75.peg.816	2195	2119	1385	111	72	99
fig|536231.75.peg.817	3057	3104	1733	207	141	188
fig|536231.75.peg.818	3914	5304	4063	396	329	382
fig|536231.75.peg.819	0	0	2	0	0	0
fig|536231.75.peg.820	28168	21728	43402.566	715	298	549
fig|536231.75.peg.821	2015.232	1802	1138	178	134	146
fig|536231.75.peg.822	7192	10609.001	8200	209	160	216
fig|536231.75.peg.823	5724	6339	6075	298	204	254
fig|536231.75.peg.824	615.014	1048.13	624.07	20.06	18	12
fig|536231.75.peg.825	553.314	652.451	320.223	73.997	80.484	66.523
fig|536231.75.peg.826	559.555	674.594	264.422	76.745	86.257	68.702
fig|536231.75.peg.827	13248	13176.518	9875	1192	864	1044
fig|536231.75.peg.828	4277.964	4283.266	2808.679	233.508	159	226.364
fig|536231.75.peg.829	919.324	1081.93	1244.987	82.951	84	90.054
fig|536231.75.peg.830	1763.712	1380.804	1328.334	148.541	100	105.582
fig|536231.75.peg.831	5451	6960	3084	245	178	238
fig|536231.75.peg.832	1782	2476	1232	80	61	100
fig|536231.75.peg.833	2754	3054	1402	146	105	184
fig|536231.75.peg.834	12325	22592	16079	286	229	186
fig|536231.75.peg.835	11831	16831	13191.058	224	121	161
fig|536231.75.peg.836	19960	33469.028	25656	255	282	239
fig|536231.75.peg.837	21313	35822.054	39291.962	248	157	208
fig|536231.75.peg.838	14745.539	24144.604	26307	289	241	261
fig|536231.75.peg.839	11151	18074.47	19418.208	264	208	183
fig|536231.75.peg.840	19955.16	29760.566	21682.625	276	249	293
fig|536231.75.peg.841	2281	3530.666	3601	96	46	114
fig|536231.75.peg.842	11091	12817	6065	755	550	723
fig|536231.75.peg.843	21426.947	29208.067	16003	2356	2000	2200
fig|536231.75.peg.844	2690	3884	2589	139	85	140
fig|536231.75.peg.845	2573	4025	2562	138	140	153
fig|536231.75.peg.846	1799	2323	1283	153	127	128
fig|536231.75.peg.847	4984	6821.084	6266	170	120	125
fig|536231.75.peg.848	4373	5271	3257	259	169	195
fig|536231.75.peg.849	658	941	859	36	28	45
fig|536231.75.peg.850	1103.997	1853.317	969.747	54.306	43.612	16.559
fig|536231.75.peg.851	12919.52	10213.723	5309.544	1100.875	759.565	582.533
fig|536231.75.peg.860	19	18	49	2	2	0
fig|536231.75.peg.861	2	2	7	0	0	0
fig|536231.75.peg.862	144	118	380	7	4	8
fig|536231.75.peg.863	34	67	37	0	0	1
fig|536231.75.peg.864	21449	21522.546	16948	3361	1991	3312
fig|536231.75.peg.865	25626.243	20461.061	17839	3097	2489	4061
fig|536231.75.peg.866	2094.757	1692.287	1571	342	325	435
fig|536231.75.peg.867	8993.214	7277	6425	1436	1163	2221
fig|536231.75.peg.868	43081.962	49282.848	24693.613	4753	3277	4872
fig|536231.75.peg.869	11524.05	10598	6347	1133.843	816	1181
fig|536231.75.peg.870	23049.014	23266.053	15157	3080.371	2541	3616
fig|536231.75.peg.871	28243.41	39584.889	20309	3159	2546	3342
fig|536231.75.peg.872	579.582	532.597	610.669	45.467	11.924	31.561
fig|536231.75.peg.873	6250	5904	3265	623	526	930
fig|536231.75.peg.874	16817	13580	8726	1782	1172	1492
fig|536231.75.peg.875	36142.205	31489.112	21495.255	3876	2896	3176
fig|536231.75.peg.876	29	30	33	7	7	2
fig|536231.75.peg.877	582	671	603	42	26	27
fig|536231.75.peg.878	18522	8971.088	8116	1733	1318	1814
fig|536231.75.peg.879	48426.602	22782.204	18298	4616	3499	2957
fig|536231.75.peg.880	335	187	121	23	5	14
fig|536231.75.peg.881	146570.844	51053.443	55772.362	6893.982	4675.881	5851.884
fig|536231.75.peg.882	9479.994	4516.099	2796	483	323	414
fig|536231.75.peg.883	15485.213	7010.125	4640.106	717	587	536
fig|536231.75.peg.884	618	1061	446	41	26	43
fig|536231.75.peg.885	16141.065	15831.003	15879	2286	1867	2012
fig|536231.75.peg.886	12849	12332.03	9824	1825	1405	1289
fig|536231.75.peg.887	15969.697	12080.059	9417	2446	1573.054	1597
fig|536231.75.peg.888	2	24	9	0	0	0
fig|536231.75.peg.889	35729	26024.148	18443	2555	1698	1946
fig|536231.75.peg.890	8	11	0	0	0	0
fig|536231.75.peg.891	34	17	12	0	0	1
fig|536231.75.peg.892	10	8	2	0	2	0
fig|536231.75.peg.893	956	661	613	144	65	87
fig|536231.75.peg.894	1651	1175.143	896	264	155	245
fig|536231.75.peg.895	12697	6445.156	7071	1281	762	863
fig|536231.75.peg.896	255	101	226	32	27	37
fig|536231.75.peg.897	3147	3159	1584	196	142	152
fig|536231.75.peg.898	3788	2687	1374	346	287	348
fig|536231.75.peg.899	12466.443	9390.174	6958	776	528	634
fig|536231.75.peg.900	19510	12648.334	9922	2312	1828	2194
fig|536231.75.peg.901	146	91	83	29	26	35
fig|536231.75.peg.902	656.699	435.226	414.488	67.448	100.732	99.662
fig|536231.75.peg.903	462.301	355.774	245.512	20.552	21.268	18.338
fig|536231.75.peg.904	27500.699	12291	14215	4566	2834	2934
fig|536231.75.peg.905	71	50	68	4	10	12
fig|536231.75.peg.906	357	204	492	64	75	58
fig|536231.75.peg.907	1573	783	849	87	31	56
fig|536231.75.peg.908	5422	2566	3259	486	378	507
fig|536231.75.peg.909	257	152	171	23	16	18
fig|536231.75.peg.910	1648	1177	1292	180	124	133
fig|536231.75.peg.911	40	29	25	5	6	7
fig|536231.75.peg.912	2621	1846	2653	197	146	163
fig|536231.75.peg.913	482	362	528	36	12	38
fig|536231.75.peg.914	988	1583	472	110	73	44
fig|536231.75.peg.915	159	333	38	10	8	5
fig|536231.75.peg.916	123	261	93	6	14	16
fig|536231.75.peg.917	5372	4316	7428.497	757	460	613
fig|536231.75.peg.918	0	0	0	0	0	0
fig|536231.75.peg.919	461	491	239	74	58	79
fig|536231.75.peg.920	1675	1001	1069	211	124	131
fig|536231.75.peg.921	16.075	31.869	22.202	0	0	0
fig|536231.75.peg.922	1107	775	1356	102	90	89
fig|536231.75.peg.923	10325.04	4677.141	9402	1626	1345	1143
fig|536231.75.peg.924	6456	5533	3573	819	587	667
fig|536231.75.peg.925	2023	1716	1326	275	195	174
fig|536231.75.peg.926	6161	5074	6086	521	504	476
fig|536231.75.peg.927	23031.949	21852.678	14352	2592	1972	3092
fig|536231.75.peg.928	25365.146	22861.844	15870	2524	1620	2512
fig|536231.75.peg.929	2769	3873.838	1558	236	119	137
fig|536231.75.peg.930	0	0	0	0	0	0
fig|536231.75.peg.931	57	55	83	12	11	14
fig|536231.75.peg.932	20976	21683.241	20837.803	2813	2941	2668
fig|536231.75.peg.933	79804.615	61629.526	99608.609	10584	9468	9181
fig|536231.75.peg.934	24687.147	18526.213	20646	3633	2801	2905
fig|536231.75.peg.935	14	13	16	0	1	0
fig|536231.75.peg.936	1684	2598	2966	191	89	123
fig|536231.75.peg.937	6689	5308	5967.085	1115	725	771
fig|536231.75.peg.938	2231.344	1943.643	2102	263	290.329	264
fig|536231.75.peg.939	456	390.357	265	82.749	36.671	95.999
fig|536231.75.peg.940	4939	3581	4169	531.251	483	561.001
fig|536231.75.peg.941	2426	2003	1962	417	417	371
fig|536231.75.peg.942	165	111	118	17	16	18
fig|536231.75.peg.943	4.311	6	4.989	0	0	0
fig|536231.75.peg.945	10906.478	10070	10393	1307	991	1342
fig|536231.75.peg.946	17961	18543.523	14718	1955	1718	1919
fig|536231.75.peg.947	44284.508	26831	33205	3436	3619	3106
fig|536231.75.peg.948	76447.97	40507.502	38300.853	5573	5241	5581
fig|536231.75.peg.949	641.028	645	193	27	16	30.305
fig|536231.75.peg.950	15691.73	12929.754	14534	1577	1449	1238.695
